participant_id,wcst_rl_alpha,wcst_rl_beta,wcst_rl_n_trials,wcst_rl_alpha_pos,wcst_rl_alpha_neg,wcst_rl_alpha_asymmetry,wcst_rl_beta_asym,wcst_rl_asym_n_trials
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,0.01,0.1,69,0.99,0.01,0.98,0.6027033495484251,69
tv88wS5Nf6SjruozSmXJxQSmx6J3,0.01,0.1,81,0.5863692208712643,0.01,0.5763692208712643,0.5160798945803836,81
u64Uf920g5VD9Byq26LT2rs5o4t1,0.01,0.1,107,0.99,0.99,0.0,0.3156632504512654,107
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,0.01,0.1,83,0.3565464182115312,0.99,-0.6334535817884688,0.2766515196745671,83
v8nNKiWvPdcjiHXZci39OuFTY6M2,0.5869498674072937,0.8109718701033589,76,0.5690337400412353,0.7235095236543946,-0.15447578361315928,0.7304897008455062,76
wdppvL4tIkVlGjou6aYzzjlaZXB2,0.01,0.1,126,0.99,0.6825543935208755,0.30744560647912444,0.886395575010282,126
wkhxvE50megJGMA1EiROSZIJWNq1,0.6271139360359232,1.0110678357641665,88,0.05370118298630952,0.6417570867050304,-0.5880559037187209,2.482268660173128,88
xBGZhFOeypWnqzSQClkrwV9z2vF3,0.99,0.2780366418006785,78,0.99,0.112787608295032,0.877212391704968,0.9273642259152827,78
xFaL2YdAmJcWA8oTLXhVCHNqt0K3,0.01,0.1,97,0.01,0.01,0.0,0.1,97
xHctBv4C2EU8rHYRouw0btT3GT02,0.20246528572272587,0.7667598789383754,90,0.20987488973115515,0.1945529780046104,0.015321911726544735,0.7697795370325236,90
xyAILKfYP2M8GqAai11x6NT7IcP2,0.4406979142743229,1.072437243447802,81,0.010870279914423093,0.7746071045728832,-0.76373682465846,10.0,81
y1EHXv8tUTa4BRS4fRio7bULYfA2,0.6838090836221095,0.6753861330828899,101,0.5637727856193241,0.9114268364958814,-0.3476540508765573,0.625909883549924,101
yGTid3RXTdQe5JNosdSxvgktWIW2,0.99,0.3865563658137723,73,0.01,0.8851020075982802,-0.8751020075982802,7.682107926583551,73
yatBVTBMCSMp0wJluOCLzTFKMyP2,0.9187012792105537,0.3068886362631431,91,0.99,0.7534173000745784,0.23658269992542158,0.3428820866107922,91
yfjd8LbAMrYeG54927d3GiKAyXI2,0.01,0.1,78,0.01,0.01,0.0,0.1,78
zw1w9FipI9RjJsuhHse6UZavBxs2,0.01,3.776903889896533,110,0.2960057893690149,0.2160338354572361,0.0799719539117788,0.79431634062712,110
zxG9mUnF7uRkaOKSoCPsiRZzr372,0.01,0.1,96,0.2590530359274569,0.5042114574496787,-0.24515842152222178,0.4312381377365768,96
